DEMANDA,TIPO DEMANDA,MÓDULO,MANUAL,DATA LINKAGEM,CAPITULO,MONTADORA,VERSÃO
51667,UPGRADE,SIMPLO,INJEÇÃO,16/06/2026,61,,2026/3
51662,UPGRADE,SIMPLO,INJEÇÃO,16/06/2026,1406,,2026/3
48371,UPGRADE,SIMPLO,INJEÇÃO,16/06/2026,1973,,2026/3
51680,CORREÇÃO,SIMPLO,MOTORES - LINHA LEVE,15/06/2026,947,,2026/3
51659,CORREÇÃO,SIMPLO,INJEÇÃO,15/06/2026,1764,,2026/3
51649,UPGRADE,SIMPLO,INJEÇÃO,15/06/2026,401,FORD,2026/3
51644,UPGRADE,SIMPLO,INJEÇÃO,15/06/2026,614,FORD,2026/3
51642,CORREÇÃO,SIMPLO,INJEÇÃO,15/06/2026,1808,FIAT,2026/3
50336,NOVA,SIMPLO,MOTORES - LINHA LEVE,15/06/2026,1420,AUDI/VOLKSWAGEN,2026/3
51638,UPGRADE,SIMPLO,INJEÇÃO,15/06/2026,2262,PEUGEOT,2026/3
51636,UPGRADE,SIMPLO,INJEÇÃO,15/06/2026,630,FORD,2026/3
51601,UPGRADE,SIMPLO,INJEÇÃO,15/06/2026,2057,FIAT/JEEP,2026/3
51583,UPGRADE,SIMPLO,INJEÇÃO,15/06/2026,669,FIAT,2026/3
51566,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,1176,FIAT,2026/3
51563,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,1283,FIAT,2026/3
51533,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,1079,FORD,2026/3
51524,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,1349,VOLKSWAGEN,2026/3
51521,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,1696,FIAT,2026/3
51519,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,1587,CHEVROLET,2026/3
51518,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,1403,CHEVROLET,2026/3
51517,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,1429,CHEVROLET,2026/3
51515,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,1631,FIAT,2026/3
51512,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,596,CHEVROLET,2026/3
51442,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,403,HONDA,2026/3
51428,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,739,HONDA,2026/3
51418,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,1175,FIAT,2026/3
51405,CORREÇÃO,SIMPLO,INJEÇÃO,12/06/2026,1789,CHEVROLET,2026/3
51402,UPGRADE,SIMPLO,INJEÇÃO,12/06/2026,527,FIAT,2026/3
51364,CORREÇÃO,SIMPLO,INJEÇÃO,11/06/2026,2233,BMW,2026/3
51665,CORREÇÃO,SIMPLO,INJEÇÃO,11/06/2026,1905,CHEVROLET,2026/3
51257,UPGRADE,SIMPLO,INJEÇÃO,11/06/2026,207,BMW,2026/3
51256,UPGRADE,SIMPLO,INJEÇÃO,11/06/2026,192,BMW,2026/3
51234,UPGRADE,SIMPLO,INJEÇÃO,11/06/2026,173,LAND ROVER,2026/3
50657,UPGRADE,SIMPLO,INJEÇÃO,11/06/2026,1722,VOLKSWAGEN,2026/3
50308,UPGRADE,SIMPLO,INJEÇÃO,11/06/2026,1417,VOLKSWAGEN,2026/3
50307,UPGRADE,SIMPLO,INJEÇÃO,11/06/2026,1348,VOLKSWAGEN,2026/3
49979,UPGRADE,SIMPLO,INJEÇÃO,11/06/2026,720,FORD,2026/3
49689,UPGRADE,SIMPLO,INJEÇÃO,11/06/2026,2116,VOLKSWAGEN,2026/3
49241,UPGRADE,SIMPLO,INJEÇÃO,11/06/2026,2026,TOYOTA,2026/3
49071,UPGRADE,SIMPLO,INJEÇÃO,11/06/2026,2258,BMW,2026/3
51657,CORREÇÃO,SIMPLO,INJEÇÃO,11/06/2026,1115,PEUGEOT,2026/3
51647,CORREÇÃO,SIMPLO,MOTORES - LINHA PESADA,10/06/2026,213,,2026/3
51650,CORREÇÃO,SIMPLO,ELECTRA,10/06/2026,37,,2026/3
47709,UPGRADE,SIMPLO,INJEÇÃO,09/06/2026,2157,MERCEDES-BENZ,2026/3
47126,UPGRADE,SIMPLO,INJEÇÃO,09/06/2026,528,VOLKSWAGEN,2026/3
46732,UPGRADE,SIMPLO,INJEÇÃO,09/06/2026,1064,VOLKSWAGEN,2026/3
46694,UPGRADE,SIMPLO,INJEÇÃO,08/06/2026,316,VOLKSWAGEN,2026/3
51317,NOVA,SIMPLO,PICO SCOPE,08/06/2026,869,MERCEDES-BENZ,2026/3
51381,NOVA,SIMPLO,PICO SCOPE,08/06/2026,868,MERCEDES-BENZ,2026/3
51439,NOVA,SIMPLO,PICO SCOPE,08/06/2026,867,RENAULT,2026/3
51377,NOVA,SIMPLO,PICO SCOPE,08/06/2026,866,RENAULT,2026/3
51486,NOVA,SIMPLO,PICO SCOPE,07/06/2026,865,HYUNDAI,2026/3
51487,NOVA,SIMPLO,PICO SCOPE,07/06/2026,864,HYUNDAI,2026/3
51526,NOVA,SIMPLO,PICO SCOPE,07/06/2026,863,CHEVROLET,2026/3
51385,NOVA,SIMPLO,PICO SCOPE,07/06/2026,862,KIA,2026/3
51630,NOVA,SIMPLO,PICO SCOPE,07/06/2026,861,TOYOTA,2026/3
51575,NOVA,SIMPLO,PICO SCOPE,07/06/2026,860,VOLKSWAGEN,2026/3
51556,NOVA,SIMPLO,PICO SCOPE,07/06/2026,859,CHEVROLET,2026/3
46203,NOVA,SIMPLO,MT PRO,07/06/2026,511,MERCEDES-BENZ,2026/3
51380,NOVA,SIMPLO,MT PRO,07/06/2026,510,MERCEDES-BENZ,2026/3
51384,NOVA,SIMPLO,MT PRO,06/06/2026,509,KIA,2026/3
51376,NOVA,SIMPLO,MT PRO,06/06/2026,508,RENAULT,2026/3
51396,NOVA,SIMPLO,MT PRO,06/06/2026,507,CHEVROLET,2026/3
51436,NOVA,SIMPLO,MT PRO,06/06/2026,506,RENAULT,2026/3
51461,NOVA,SIMPLO,MT PRO,06/06/2026,505,HYUNDAI,2026/3
51462,NOVA,SIMPLO,MT PRO,06/06/2026,504,HYUNDAI,2026/3
51492,NOVA,SIMPLO,MT PRO,06/06/2026,503,CHEVROLET,2026/3
51493,NOVA,SIMPLO,MT PRO,06/06/2026,502,CHEVROLET,2026/3
46614,UPGRADE,SIMPLO,INJEÇÃO,05/06/2026,447,VOLKSWAGEN,2026/3
45885,UPGRADE,SIMPLO,INJEÇÃO,05/06/2026,1269,FIAT,2026/3
45788,UPGRADE,SIMPLO,INJEÇÃO,05/06/2026,1207,FIAT,2026/3
45782,UPGRADE,SIMPLO,INJEÇÃO,05/06/2026,1189,FIAT,2026/3
45546,UPGRADE,SIMPLO,INJEÇÃO,05/06/2026,1048,FIAT,2026/3
45521,UPGRADE,SIMPLO,INJEÇÃO,05/06/2026,1047,FIAT,2026/3
51624,CORREÇÃO,SIMPLO,ELECTRA,05/06/2026,169,CHEVROLET,2026/3
45262,UPGRADE,SIMPLO,INJEÇÃO,05/06/2026,674,FIAT,2026/3
45040,UPGRADE,SIMPLO,INJEÇÃO,05/06/2026,418,FIAT,2026/3
44923,UPGRADE,SIMPLO,INJEÇÃO,04/06/2026,159,FIAT,2026/3
44645,UPGRADE,SIMPLO,INJEÇÃO,04/06/2026,1063,VOLKSWAGEN,2026/3
44280,UPGRADE,SIMPLO,INJEÇÃO,04/06/2026,823,FORD,2026/3
43728,UPGRADE,SIMPLO,INJEÇÃO,04/06/2026,586,VOLKSWAGEN,2026/3
43317,UPGRADE,SIMPLO,INJEÇÃO,04/06/2026,1128,VOLKSWAGEN,2026/3
51614,UPGRADE,SIMPLO,ELECTRA,04/06/2026,102,FIAT,2026/3
42844,UPGRADE,SIMPLO,INJEÇÃO,04/06/2026,384,FORD,2026/3
41425,UPGRADE,SIMPLO,INJEÇÃO,04/06/2026,852,FIAT,2026/3
40823,UPGRADE,SIMPLO,INJEÇÃO,04/06/2026,687,VOLKSWAGEN,2026/3
40747,UPGRADE,SIMPLO,INJEÇÃO,03/06/2026,567,VOLKSWAGEN,2026/3
40674,UPGRADE,SIMPLO,INJEÇÃO,03/06/2026,1346,VOLKSWAGEN,2026/3
49103,UPGRADE,ELÉTRICOS,ELETRICOS - AC,03/06/2026,33,MINI,2026/3 H&E
49050,UPGRADE,ELÉTRICOS,ELETRICOS,03/06/2026,33,MINI,2026/3 H&E
51567,UPGRADE,ELÉTRICOS,ELETRICOS - REVISA,03/06/2026,43,,2026/3 H&E
44068,UPGRADE,ELÉTRICOS,ELETRICOS,03/06/2026,49,VOLVO,2026/3 H&E
49105,UPGRADE,HIBRIDOS,H&E,03/06/2026,10,LEXUS,2026/3 H&E
49086,UPGRADE,HIBRIDOS,H&E - ABS,03/06/2026,70,PORSCHE,2026/3 H&E
51599,CORREÇÃO,SIMPLO,INJEÇÃO,03/06/2026,1101,HONDA,2026/3
51598,CORREÇÃO,SIMPLO,INJEÇÃO,03/06/2026,1100,HONDA,2026/3
51597,CORREÇÃO,SIMPLO,INJEÇÃO,03/06/2026,1544,HONDA,2026/3
49967,UPGRADE,HIBRIDOS,ELECTRA,03/06/2026,58,GWM,2026/3 H&E
51362,UPGRADE,HIBRIDOS,H&E - SINCRO,02/06/2026,58,GWM,2026/3 H&E
51311,UPGRADE,HIBRIDOS,H&E,02/06/2026,58,GWM,2026/3 H&E
51274,UPGRADE,SIMPLO,INJEÇÃO,02/06/2026,2103,RENAULT,2026/3
51542,CORREÇÃO,SIMPLO,INJEÇÃO,02/06/2026,820,CHEVROLET,2026/3
51531,UPGRADE,SIMPLO,INJEÇÃO,02/06/2026,1190,CHEVROLET,2026/3
51529,UPGRADE,SIMPLO,INJEÇÃO,02/06/2026,993,CHEVROLET,2026/3
51448,UPGRADE,SIMPLO,INJEÇÃO,02/06/2026,591,CHEVROLET,2026/3
51569,UPGRADE,SIMPLO,DIESEL,02/06/2026,231,MERCEDES-BENZ,2026/3
51415,UPGRADE,SIMPLO,ELECTRA TRUCK,02/06/2026,189,MERCEDES-BENZ,2026/3
51511,CORREÇÃO,SIMPLO,ELECTRA TRUCK,02/06/2026,176,FORD,2026/3
51511,CORREÇÃO,SIMPLO,ELECTRA,02/06/2026,201,FORD,2026/3
51440,NOVA,SIMPLO,CÂMBIO,02/06/2026,306,HYUNDAI,2026/3
51552,UPGRADE,SIMPLO,ELECTRA,02/06/2026,351,MERCEDES-BENZ,2026/3
51534,CORREÇÃO,SIMPLO,ELECTRA,02/06/2026,101,CHEVROLET,2026/3
51446,UPGRADE,SIMPLO,ELECTRA,02/06/2026,169,CHEVROLET,2026/3
51445,UPGRADE,SIMPLO,CÂMBIO,02/06/2026,183,KIA,2026/3
51445,UPGRADE,SIMPLO,ELECTRA,02/06/2026,276,KIA,2026/3
51416,UPGRADE,SIMPLO,ELECTRA,02/06/2026,340,HYUNDAI,2026/3
51126,UPGRADE,SIMPLO,ELECTRA,02/06/2026,179,FIAT,2026/3
47926,UPGRADE,SIMPLO,ELECTRA,02/06/2026,73,HONDA,2026/3
43822,UPGRADE,SIMPLO,ELECTRA,02/06/2026,188,CHEVROLET,2026/3
41590,UPGRADE,SIMPLO,ELECTRA,02/06/2026,64,CHEVROLET,2026/3
23153,UPGRADE,SIMPLO,ELECTRA TRUCK,02/06/2026,123,MITSUBISHI,2026/3
23153,UPGRADE,SIMPLO,ELECTRA,02/06/2026,123,MITSUBISHI,2026/3
50092,UPGRADE,SIMPLO,CLIMA CAR,02/06/2026,1236,MERCEDES-BENZ,2026/3
49073,NOVA,SIMPLO,CLIMA TRUCK,02/06/2026,203,RAM,2026/3
49073,UPGRADE,SIMPLO,CLIMA CAR,02/06/2026,1222,RAM,2026/3
49072,UPGRADE,SIMPLO,CLIMA CAR,02/06/2026,1219,BMW,2026/3
51582,UPGRADE,SIMPLO,ABS/ASR/ESP,01/06/2026,563,VOLKSWAGEN,2026/3
51581,UPGRADE,SIMPLO,ABS/ASR/ESP,01/06/2026,669,VOLKSWAGEN,2026/3
51580,UPGRADE,SIMPLO,ABS/ASR/ESP,01/06/2026,588,VOLKSWAGEN,2026/3
51579,UPGRADE,SIMPLO,ABS/ASR/ESP,01/06/2026,4,FORD/VOLKSVAGEN,2026/3
51578,UPGRADE,SIMPLO,ABS/ASR/ESP,01/06/2026,5,VOLKSWAGEN,2026/3
51577,UPGRADE,SIMPLO,ABS/ASR/ESP,01/06/2026,555,VOLKSWAGEN,2026/3
51573,UPGRADE,SIMPLO,ABS/ASR/ESP,01/06/2026,615,VOLKSWAGEN,2026/3
51572,UPGRADE,SIMPLO,ABS/ASR/ESP,01/06/2026,172,VOLKSWAGEN,2026/3
51571,UPGRADE,SIMPLO,ABS/ASR/ESP,01/06/2026,58,VOLKSWAGEN,2026/3
51570,UPGRADE,SIMPLO,ABS/ASR/ESP,01/06/2026,675,VOLKSWAGEN,2026/3
51568,UPGRADE,SIMPLO,ABS/ASR/ESP,01/06/2026,676,VOLKSWAGEN,2026/3
51554,UPGRADE,SIMPLO,DIESEL,01/06/2026,121,FORD,2026/3
51553,UPGRADE,SIMPLO,DIESEL,01/06/2026,99,TROLLER,2026/3
51429,UPGRADE,SIMPLO,ABS/ASR/ESP,01/06/2026,212,HONDA,2026/3
51427,UPGRADE,SIMPLO,ABS/ASR/ESP,01/06/2026,212,HONDA,2026/3
47631,UPGRADE,SIMPLO,CLIMA TRUCK,29/05/2026,187,MERCEDES-BENZ,2026/3
47383,UPGRADE,SIMPLO,CLIMA CAR,29/05/2026,1084,MERCEDES-BENZ,2026/3
51541,CORREÇÃO,SIMPLO,CLIMA CAR,29/05/2026,881,CHEVROLET,2026/3
51523,UPGRADE,SIMPLO,CLIMA CAR,29/05/2026,1229,FIAT,2026/3
51503,UPGRADE,SIMPLO,CLIMA CAR,29/05/2026,842,MITSUBISHI,2026/3
51457,UPGRADE,SIMPLO,CLIMA CAR,29/05/2026,435,HONDA,2026/3
51456,UPGRADE,SIMPLO,CLIMA CAR,29/05/2026,435,HONDA,2026/3
51451,UPGRADE,SIMPLO,CLIMA CAR,29/05/2026,437,HONDA,2026/3
51438,UPGRADE,SIMPLO,CLIMA CAR,29/05/2026,437,HONDA,2026/3
51280,UPGRADE,SIMPLO,CLIMA CAR,29/05/2026,1242,LAND ROVER,2026/3
47290,UPGRADE,SIMPLO,CLIMA CAR,29/05/2026,1198,LAND ROVER,2026/3
47281,UPGRADE,SIMPLO,CLIMA CAR,29/05/2026,1200,MERCEDES-BENZ,2026/3
47265,UPGRADE,SIMPLO,CLIMA CAR,29/05/2026,1197,LIFAN,2026/3
50097,UPGRADE,SIMPLO,CLIMA TRUCK,29/05/2026,190,DAF,2026/3
49959,UPGRADE,SIMPLO,ABS/ASR/ESP,29/05/2026,1035,SCANIA,2026/3
51513,UPGRADE,SIMPLO,ABS/ASR/ESP,29/05/2026,672,MITSUBISHI,2026/3
51485,UPGRADE,SIMPLO,ABS/ASR/ESP,29/05/2026,783,MITSUBISHI,2026/3
51395,UPGRADE,SIMPLO,ABS/ASR/ESP,29/05/2026,726,FIAT,2026/3
51372,UPGRADE,SIMPLO,ABS/ASR/ESP,29/05/2026,470,MITSUBISHI,2026/3
51355,UPGRADE,SIMPLO,ABS/ASR/ESP,28/05/2026,176,FORD,2026/3
51354,UPGRADE,SIMPLO,ABS/ASR/ESP,28/05/2026,208,FORD,2026/3
51353,UPGRADE,SIMPLO,ABS/ASR/ESP,28/05/2026,360,FORD,2026/3
51350,UPGRADE,SIMPLO,ABS/ASR/ESP,28/05/2026,331,FORD,2026/3
51349,UPGRADE,SIMPLO,ABS/ASR/ESP,28/05/2026,57,FORD,2026/3
51348,UPGRADE,SIMPLO,ABS/ASR/ESP,28/05/2026,757,FORD,2026/3
51347,UPGRADE,SIMPLO,ABS/ASR/ESP,28/05/2026,10,FORD,2026/3
51346,UPGRADE,SIMPLO,ABS/ASR/ESP,28/05/2026,361,FORD,2026/3
51345,UPGRADE,SIMPLO,ABS/ASR/ESP,28/05/2026,63,FORD,2026/3
51344,UPGRADE,SIMPLO,ABS/ASR/ESP,28/05/2026,493,FORD,2026/3
51343,UPGRADE,SIMPLO,ABS/ASR/ESP,28/05/2026,366,FORD,2026/3
51342,UPGRADE,SIMPLO,ABS/ASR/ESP,27/05/2026,362,FORD,2026/3
51329,UPGRADE,SIMPLO,ABS/ASR/ESP,27/05/2026,1054,FIAT,2026/3
51322,UPGRADE,SIMPLO,ABS/ASR/ESP,27/05/2026,746,FORD,2026/3
51321,UPGRADE,SIMPLO,ABS/ASR/ESP,27/05/2026,359,FORD,2026/3
51320,UPGRADE,SIMPLO,ABS/ASR/ESP,27/05/2026,62,FORD,2026/3
51319,UPGRADE,SIMPLO,ABS/ASR/ESP,27/05/2026,178,FORD,2026/3
49070,UPGRADE,SIMPLO,ABS/ASR/ESP,27/05/2026,1030,BMW,2026/3
51010,UPGRADE,SIMPLO,SINCRO - CORREIAS,27/05/2026,1906,CITROEN/PEUGEOT,2026/3
51532,CORREÇÃO,SIMPLO,INJEÇÃO,27/05/2026,1331,CHEVROLET,2026/3
51339,UPGRADE,SIMPLO,INJEÇÃO,27/05/2026,1743,JEEP,2026/3
51338,UPGRADE,SIMPLO,INJEÇÃO,27/05/2026,1690,JEEP,2026/3
51316,CORREÇÃO,SIMPLO,INJEÇÃO,26/05/2026,1079,FORD,2026/3
51239,CORREÇÃO,SIMPLO,INJEÇÃO,26/05/2026,1757,FIAT,2026/3
51199,UPGRADE,SIMPLO,INJEÇÃO,26/05/2026,1617,HONDA,2026/3
51142,UPGRADE,SIMPLO,INJEÇÃO,26/05/2026,1491,HYUNDAI,2026/3
51098,CORREÇÃO,SIMPLO,INJEÇÃO,26/05/2026,773,FIAT,2026/3
51072,UPGRADE,SIMPLO,INJEÇÃO,26/05/2026,740,HONDA,2026/3
50975,UPGRADE,SIMPLO,INJEÇÃO,26/05/2026,1256,VOLKSWAGEN,2026/3
50940,UPGRADE,SIMPLO,INJEÇÃO,26/05/2026,1612,KIA,2026/3
50800,UPGRADE,SIMPLO,INJEÇÃO,26/05/2026,1732,VOLKSWAGEN,2026/3
50487,UPGRADE,SIMPLO,INJEÇÃO,26/05/2026,1525,MITSUBISHI,2026/3
50472,UPGRADE,SIMPLO,INJEÇÃO,26/05/2026,41,FIAT,2026/3
50397,UPGRADE,SIMPLO,INJEÇÃO,26/05/2026,1363,CHEVROLET,2026/3
51530,CORREÇÃO,SIMPLO,INJEÇÃO,25/05/2026,1352,RENAULT,2026/3
51444,CORREÇÃO,SIMPLO,DIESEL,25/05/2026,402,MERCEDES-BENZ,2026/3
51397,UPGRADE,SIMPLO,DIESEL,25/05/2026,318,CITROEN,2026/3
51333,UPGRADE,SIMPLO,DIESEL,25/05/2026,293,JEEP,2026/3
51332,UPGRADE,SIMPLO,DIESEL,25/05/2026,291,JEEP,2026/3
51337,UPGRADE,SIMPLO,CLIMA CAR,21/05/2026,1159,JEEP,2026/3
51336,UPGRADE,SIMPLO,CLIMA CAR,21/05/2026,1159,JEEP,2026/3
51058,UPGRADE,SIMPLO,CLIMA CAR,21/05/2026,695,NISSAN,2026/3
51359,UPGRADE,SIMPLO,CLIMA TRUCK,21/05/2026,102,NISSAN,2026/3
51481,UPGRADE,SIMPLO,CÂMBIO TRUCK,21/05/2026,283,MERCEDES-BENZ,2026/3
51484,CORREÇÃO,SIMPLO,CÂMBIO,21/05/2026,270,,2026/3
51441,UPGRADE,SIMPLO,ABS/ASR/ESP,21/05/2026,775,FIAT,2026/3
51335,UPGRADE,SIMPLO,ABS/ASR/ESP,21/05/2026,818,JEEP,2026/3
26573,NOVA,TRACTOR,INJEÇÃO TRACTOR,21/05/2026,97,MASSEY FERGUSON,2026/3 T
34191,NOVA,TRACTOR,INJEÇÃO TRACTOR,21/05/2026,96,MASSEY FERGUSON,2026/3 T
34229,NOVA,TRACTOR,INJEÇÃO TRACTOR,21/05/2026,95,MASSEY FERGUSON,2026/3 T
51165,NOVA,TRACTOR,INJEÇÃO TRACTOR,21/05/2026,94,JOHN DEERE,2026/3 T
51334,UPGRADE,SIMPLO,ABS/ASR/ESP,21/05/2026,784,JEEP,2026/3
51483,CORREÇÃO,SIMPLO,ELECTRA TRUCK,21/05/2026,205,MERCEDES-BENZ,2026/3
51409,CORREÇÃO,SIMPLO,ELECTRA TRUCK,21/05/2026,140,FORD,2026/3
51325,UPGRADE,SIMPLO,ELECTRA TRUCK,21/05/2026,173,JEEP,2026/3
51318,UPGRADE,SIMPLO,ELECTRA TRUCK,21/05/2026,170,JEEP,2026/3
51187,UPGRADE,SIMPLO,ELECTRA TRUCK,21/05/2026,200,DAF,2026/3
51410,CORREÇÃO,SIMPLO,ELECTRA,21/05/2026,183,FORD,2026/3
51510,CORREÇÃO,SIMPLO,ELECTRA,21/05/2026,190,FORD,2026/3
51330,UPGRADE,SIMPLO,ELECTRA,20/05/2026,199,JEEP,2026/3
51327,UPGRADE,SIMPLO,ELECTRA,20/05/2026,198,JEEP,2026/3
51297,UPGRADE,SIMPLO,ELECTRA,20/05/2026,274,HYUNDAI,2026/3
51215,UPGRADE,SIMPLO,ELECTRA,20/05/2026,159,FORD,2026/3
51500,UPGRADE,SIMPLO,DIESEL,20/05/2026,341,SCANIA,2026/3
51144,UPGRADE,SIMPLO,ELECTRA,20/05/2026,200,JEEP,2026/3
51001,UPGRADE,SIMPLO,ELECTRA,20/05/2026,90,FORD,2026/3
50985,UPGRADE,SIMPLO,ELECTRA,20/05/2026,338,RENAULT,2026/3
50404,UPGRADE,SIMPLO,ELECTRA,20/05/2026,236,CHEVROLET,2026/3
49813,UPGRADE,SIMPLO,ELECTRA,20/05/2026,195,FIAT,2026/3
49715,UPGRADE,SIMPLO,ELECTRA TRUCK,20/05/2026,226,MERCEDES-BENZ TRUCK,2026/3
49715,UPGRADE,SIMPLO,ELECTRA,20/05/2026,303,BMW,2026/3
40423,UPGRADE,SIMPLO,ELECTRA,20/05/2026,168,FORD,2026/3
51496,CORREÇÃO,SIMPLO,LUBRITEC,19/05/2026,3632,,2026/3
51472,UPGRADE,SIMPLO,REVISA CAR,14/05/2026,39,CHEVROLET,2026/3
51413,UPGRADE,SIMPLO,DIESEL,14/05/2026,112,MITSUBISHI,2026/3
51465,UPGRADE,SIMPLO,SINCRO - CORREIAS,14/05/2026,1593,VOLKSWAGEN,2026/3
51450,CORREÇÃO,SIMPLO,INJEÇÃO,12/05/2026,186,FIAT,2026/3
51437,UPGRADE,SIMPLO,DIESEL,12/05/2026,341,SCANIA,2026/3
51407,UPGRADE,SIMPLO,LUBRITEC,08/05/2026,2513,TOYOTA,2026/3
51394,CORREÇÃO,SIMPLO,INJEÇÃO,08/05/2026,1674,CITROEN,2026/3
51357,CORREÇÃO,SIMPLO,INJEÇÃO,08/05/2026,406,CHEVROLET,2026/3
51281,UPGRADE,SIMPLO,CÂMBIO,03/05/2026,270,HYUNDAI,2026/2
51341,UPGRADE,SIMPLO,CÂMBIO,03/05/2026,67,HYUNDAI,2026/2
51341,UPGRADE,SIMPLO,CÂMBIO,03/05/2026,195,HYUNDAI,2026/2
50062,UPGRADE,SIMPLO,CÂMBIO,03/05/2026,230,VOLKSWAGEN,2026/2
36735,UPGRADE,SIMPLO,CÂMBIO,03/05/2026,113,CHEVROLET,2026/2
50929,CORREÇÃO,SIMPLO,CÂMBIO TRUCK,03/05/2026,272,DAF,2026/2
50395,UPGRADE,SIMPLO,CÂMBIO,03/05/2026,68,VOLKSWAGEN,2026/2
50398,UPGRADE,SIMPLO,CÂMBIO TRUCK,03/05/2026,68,VOLKSWAGEN,2026/2
50897,UPGRADE,SIMPLO,CÂMBIO,03/05/2026,48,NISSAN,2026/2
49136,UPGRADE,SIMPLO,CÂMBIO,03/05/2026,246,VOLKSWAGEN,2026/2
49275,UPGRADE,SIMPLO,CÂMBIO TRUCK,03/05/2026,240,RAM,2026/2
49275,UPGRADE,SIMPLO,CÂMBIO,03/05/2026,240,RAM,2026/2
48995,UPGRADE,SIMPLO,CÂMBIO TRUCK,03/05/2026,241,FIAT,2026/2
48995,UPGRADE,SIMPLO,CÂMBIO,03/05/2026,241,FIAT,2026/2
50542,UPGRADE,SIMPLO,CÓDIGO DE FALHAS,03/05/2026,755,IVECO,2026/2
51307,CORREÇÃO,HIBRIDOS,H&E,03/05/2026,58,GWM,2026/2
51260,UPGRADE,HIBRIDOS,REVISA CAR,03/05/2026,9,VOLVO,2026/2
51177,UPGRADE,HIBRIDOS,H&E - ELECTRA,03/05/2026,9,VOLVO,2026/2
51251,UPGRADE,HIBRIDOS,REVISA CAR,03/05/2026,20,VOLVO,2026/2
49985,NOVA,SIMPLO,CÂMBIO,02/05/2026,305,FIAT,2026/2
51243,NOVA,SIMPLO,ABS/ASR/ESP,01/05/2026,1063,FIAT,2026/2
51213,NOVA,SIMPLO,INJEÇÃO,01/05/2026,2290,FIAT,2026/2
50596,NOVA,SIMPLO,DIESEL,01/05/2026,324,VOLKSWAGEN,2026/2
50902,UPGRADE,TRACTOR,CLIMA TRACTOR,30/04/2026,,JOHN DEERE,2026/2 T
51340,CORREÇÃO,SIMPLO,DIESEL,30/04/2026,358,MERCEDES-BENZ,2026/2
51174,UPGRADE,SIMPLO,INJEÇÃO,30/04/2026,84,CHEVROLET,2026/2
59159,UPGRADE,SIMPLO,SCOPE TRUCK (MT PRO),30/04/2026,361,RENAULT,2026/2
59159,UPGRADE,SIMPLO,MT PRO,30/04/2026,361,RENAULT,2026/2
47438,UPGRADE,SIMPLO,MT PRO,30/04/2026,234,TOYOTA,2026/2
51160,UPGRADE,SIMPLO,SCOPE TRUCK (PICO SCOPE),30/04/2026,744,RENAULT,2026/2
51160,UPGRADE,SIMPLO,PICO SCOPE,30/04/2026,744,RENAULT,2026/2
51109,UPGRADE,SIMPLO,PICO SCOPE,30/04/2026,629,TOYOTA,2026/2
51137,CORREÇÃO,SIMPLO,ELECTRA,30/04/2026,185,RENAULT,2026/2
50548,UPGRADE,SIMPLO,ELECTRA,30/04/2026,269,VOLKSWAGEN,2026/2
51315,UPGRADE,SIMPLO,INJEÇÃO,30/04/2026,1765,FIAT,2026/2
51314,UPGRADE,SIMPLO,INJEÇÃO,30/04/2026,1700,FIAT,2026/2
51313,UPGRADE,SIMPLO,ABS/ASR/ESP,30/04/2026,775,FIAT,2026/2
51206,UPGRADE,SIMPLO,ABS/ASR/ESP,30/04/2026,1054,FIAT,2026/2
38849,NOVA,SIMPLO,CÂMBIO,30/04/2026,304,FIAT,2026/2
38849,NOVA,SIMPLO,ELECTRA,30/04/2026,377,FIAT,2026/2
51030,NOVA,SIMPLO,CÂMBIO,30/04/2026,303,TOYOTA,2026/2
51030,NOVA,SIMPLO,ELECTRA,30/04/2026,376,TOYOTA,2026/2
50349,UPGRADE,SIMPLO,PICO SCOPE,30/04/2026,316,MITSUBISHI,2026/2
45962,UPGRADE,SIMPLO,PICO SCOPE,30/04/2026,545,KIA,2026/2
51055,UPGRADE,SIMPLO,SINCRO - CORREIAS,30/04/2026,1844,VOLVO,2026/2
50963,UPGRADE,SIMPLO,SINCRO - CORREIAS,30/04/2026,1976,FIAT/CITROEN/PEUGEOT,2026/2
51293,UPGRADE,SIMPLO,ELECTRA,30/04/2026,148,HYUNDAI,2026/2
51306,CORREÇÃO,SIMPLO,INJEÇÃO,30/04/2026,1079,FORD,2026/2
51034,UPGRADE,SIMPLO,CLIMA TRUCK,30/04/2026,154,VOLKSWAGEN,2026/2
51196,UPGRADE,SIMPLO,CLIMA CAR,30/04/2026,1169,FIAT,2026/2
